text,helpfulness
contratação de empresa para fornecimento de equipamento de ventilador pulmonar pressometrico e volumetrico ao instituto de doenças tropicais natan portella,18.0
"Contratação de empresa para fornecimento de equipamento (cardioversor com sp02, ecg) ao Instituto de Doenças Tropicais Natan Portela",18.0
"contratação de empresa para fornecimento de equipamento de fornecimento de equipamento (cardioversor com sp02, ecg e marcap. transcutâneo)",18.0
"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM CARÁTER DE URGÊNCIA, PARA FORNECER MATERIAL MÉDICO HOSPITALAR/EQUIPAMENTOS PARA PREPARAR, DE FORMA PREVENTIVA, O HOSPITAL INFANTIL LUCIDIO PORTELLA - HILP, BEM COMO DAR ESTRUTURA PARA ATENDER POSSÍVEIS PACIENTES INFECTADOS PELO NOVO CORONAVÍRUS, RESPONSÁVEL PELO SURTO DE ABRANGÊNCIA NACIONAL",18.0
"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM CARÁTER DE URGÊNCIA, PARA FORNECER MATERIAL MÉDICO HOSPITALAR/EQUIPAMENTOS PARA PREPARAR, DE FORMA PREVENTIVA, O HOSPITAL INFANTIL LUCIDIO PORTELLA - HILP, BEM COMO DAR ESTRUTURA PARA ATENDER POSSÍVEIS PACIENTES INFECTADOS PELO NOVO CORONAVÍRUS, RESPONSÁVEL PELO SURTO DE ABRANGÊNCIA NACIONAL",18.0
"Aquisição de equipamentos destinados a implementação de leitos, nessa unidade de saúde, tendo em vista a pandemia de Coronavirus",18.0
"CONTRATAÇÃO DE EMPRESA PESSOA JURÍDICA na Aquisição de equipamentos médico-hospitalares para implementação de leitos em unidades hospitalares, tendo em vista, risco iminente de epidemia pelo CORONAVÍRUS",18.0
AQUISIÇÃO de equipamentos necessárias pera estrutuor os serviços de saúde para atender as necessidades desta secretala municipal de soúde do munlclplo de Caaúbas do Plauf. visto q ue no momento stamos em sltuaçõo de emergência de saúde pública. em decorrência da nfecçõo humana pelo novo coronvlM - COVI0-19,18.0
"AQUISIÇÃO DE EQUIPAMENTOS HOSPITALARES (ventilador pulmonar, monitor multiparamétrico, cardioversor, carro de emergência, cama hospitalar e outros), RESSALTANDO QUE ESTA AQUISIÇÃO REFERE-SE AO ENFRENTAMENTO DA EMERGÊNCIA DE SAÚDE PÚBLICA DECORRENTE DA PANDEMIA PELO CORONAVIRUS",18.0
"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA, EM CARÁTER DE URGÊNCIA, PARAAQUISIÇÃO DE MONITORES MULTIPARAMETROS PARA MONTAGEM DE LEITOS DE RETARGUADA NO HOSPITAL INFANTIL LUCÍDIO PORTELA - HILP, PARA PREPARAR O HOSPITAL, BEM COMO DAR ESTRUTURA PARA ATENDER OS PACIENTES INFECTADOS PELO COVID-19 (NOVO CORONAVÍRUS), RESPONSÁVEL PELO SURTO DE ABRANGÊNCIA NACIONAL.",18.0
AQUISIÇÃO DE RESPIRADORES PFF-2 9820 + 3M DOBRÁVEL,18.0
"AQUISIÇÃO DE EQUIPAMENTOS HOSPITALARES (ventilador pulmonar, monitor multiparamétrico, cardioversor, carro de emergência, cama hospitalar e outros), RESSALTANDO QUE ESTA AQUISIÇÃO REFERE-SE AO ENFRENTAMENTO DA EMERGÊNCIA DE SAÚDE PÚBLICA DECORRENTE DA PANDEMIA PELO CORONAVIRUS",18.0
"AQUISIÇÃO DE EQUIPAMENTO, EMCARA´TER DE URGÊNCIA DESTINADOS AO ENFRETAMENTO DE EMERGÊNCIA DE SAÚDE PÚBLICA DECORRENTE DO NOV CORONAVIRUS (COVID19)",18.0
"AQUISIÇÃO DE EQUIPAMENTOS HOSPITALARES (ventilador pulmonar, monitor multiparamétrico, cardioversor, carro de emergência, cama hospitalar e outros), RESSALTANDO QUE ESTA AQUISIÇÃO REFERE-SE AO ENFRENTAMENTO DA EMERGÊNCIA DE SAÚDE PÚBLICA DECORRENTE DA PANDEMIA PELO CORONAVIRUS",18.0
"AQUISIÇÃO DE EQUIPAMENTOS HOSPITALARES (ventilador pulmonar, monitor multiparamétrico, cardioversor, carro de emergência, cama hospitalar e outros), RESSALTANDO QUE ESTA AQUISIÇÃO REFERE-SE AO ENFRENTAMENTO DA EMERGÊNCIA DE SAÚDE PÚBLICA DECORRENTE DA PANDEMIA PELO CORONAVIRUS",18.0
"AQUISIÇÃO DE EQUIPAMENTOS HOSPITALARES (ventilador pulmonar, monitor multiparamétrico, cardioversor, carro de emergência, cama hospitalar e outros), RESSALTANDO QUE ESTA AQUISIÇÃO REFERE-SE AO ENFRENTAMENTO DA EMERGÊNCIA DE SAÚDE PÚBLICA DECORRENTE DA PANDEMIA PELO CORONAVIRUS",18.0
"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM CARÁTER DE URGÊNCIA, PARAADQUIRIR DOIS VENTILADORES PULMONAR MECÂNICO PNEUMÁTICO - PARA MONTAGEM DE LEITOS DE RETARGUADA NO HOSPITAL INFANTIL LUCÍDIO PORTELA - HILP, PARA PREPARAR O HOSPITAL, BEM COMO DAR ESTRUTURA PARA ATENDER OS PACIENTES INFECTADOS PELO COVID-19 (NOVO CORONAVÍRUS), RESPONSÁVEL PELO SURTO DE ABRANGÊNCIA NACIONAL",18.0
"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM CARÁTER DE URGÊNCIA, PARA PARAADQUIRIR BOMBAS DE INFUSÃO - EQUIPO UNIVERSAL -PARA MONTAGEM DE LEITOS DE RETARGUADA NO HOSPITAL INFANTIL LUCÍDIO PORTELA - HILP, PARA PREPARAR O HOSPITAL, BEM COMO DAR ESTRUTURA PARA ATENDER OS PACIENTES INFECTADOS PELO COVID-19 (NOVO CORONAVÍRUS), RESPONSÁVEL PELO SURTO DE ABRANGÊNCIA NACIONAL, RESPONSÁVEL PELO SURTO DE ABRANGÊNCIA NACIONAL",18.0
"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA, EM CARÁTER DE URGÊNCIA, ADQUIRIR MONITORES MULTIPARÂMETROS PARA MONTAGEM DE LEITOS DE RETARGUADA NO HOSPITAL INFANTIL LUCÍDIO PORTELA - HILP, PARA PREPARAR O HOSPITAL, BEM COMO DAR ESTRUTURA PARA ATENDER OS PACIENTES INFECTADOS PELO COVID-19 (NOVO CORONAVÍRUS), RESPONSÁVEL PELO SURTO DE ABRANGÊNCIA NACIONAL",18.0
"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA, EM CARÁTER DE URGÊNCIA, ADQUIRIR VENTILADORES PULMONARES PRESSOMÉTRICO E VOLUMÉTRICO, PARA SEREM USADOS EM CRIANÇAS PORTADORA DE CORONAVIRUS, COM A FINALIDADE DE MONTAR LEITOS DE RETARGUADA NO HOSPITAL INFANTIL LUCÍDIO PORTELA - HILP, PREPARANDO O HOSPITAL, BEM COMO DAR ESTRUTURA PARA ATENDER OS PACIENTES INFECTADOS PELO COVID-19 (NOVO CORONAVÍRUS), RESPONSÁVEL PELO SURTO DE ABRANGÊNCIA NACIONAL",18.0
"PRESTAÇÃO DE SERVIÇOS, EM CARÁTER DE URGÊNCIA, PARA ADQUIRIR MONITORES MULTIPARÂMETROS PARA MONTAGEM DE LEITOS DE RETARGUARDA NO HOSPITAL INFANTIL LUCÍDIO PORTELA- HILP, PARA PREPARAR O HOSPITAL, BEM COMO DAR ESTRUTURA PARA ATENDER OS PACIENTES INFECTADOS PELO COVID-19 (NOVO CORONAVÍRUS) RESPONSÁVEL PELO SURTO DE ABRANGÊNCIA NACIONAL",18.0
"Aquisição de 100 (CEM) CAMAS HOSPITALARES TIPO FAWLER ELÉTRICA PARA IMPLEMENTAÇÃO DE LEITOS EM UNIDADES HOSPITALARES, COMO MEDIDAS DE ENFRENTAMENTO AO NOVO CORONAVÍRUS.",18.0
"aquisição de materiais e equipamentos (lençóis de cama, capas manga longa, macacões manga longa e capuzes) para o enfrentamento do covid-1 9 no Município de Paulistana-P",18.0
"Equipamentos Hospitalares. Ratificação originalmente publicada em 23/03 (pg. 15). Contrato publicado originalmente em 03/04 (pg. 28), retificado em 22/04 (pg. 13), em 23/04 (pg. 51), alterando a data de assinatura de 17/02 para 24/02..",18.0
"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA, EM CARÁTER DE URGÊNCIA, ADQUIRIR VENTILADORES PULMONARES PRESSOMÉTRICO E VOLUMÉTRICO, PARA SEREM USADOS EM CRIANÇAS PORTADORA DE CORONAVIRUS, COM A FINALIDADE DE MONTAR LEITOS DE RETARGUADA NO HOSPITAL INFANTIL LUCÍDIO PORTELA - HILP, PREPARANDO O HOSPITAL, BEM COMO DAR ESTRUTURA PARA ATENDER OS PACIENTES INFECTADOS PELO COVID-19 (NOVO CORONAVÍRUS), RESPONSÁVEL PELO SURTO DE ABRANGÊNCIA NACIONAL",18.0
Mat. Med. Hospitalar,18.0
Equipamento Hospitalar,18.0
"Aquislçõo de oxigenlo e regulado,, objetivando atender as necessidade, desta Secretaia MIA1icipal de Saúde do municlpío de Cc.tiúbos do PiouL visto que no momento estamos em sttuoçõo de emergêncio de soúde público, em decorrêncio do infecçãc hurnono pelo novo coronavín..o -COVID-I9.",18.0
Equipamento Hospitalar,18.0
Aquisição de Equipamento Hospitaar,18.0
AQUISIÇÃO DE EQUIPAMENTOS E INSUMOS (OXIMETRO DE PULSO PORTÁTIL COM SENSOR ADULTO: LIXEIRA COM PEDAL: APARELHO DE PRESSÃO DIGITAL),18.0
Aquisição de equipamentos para ampliação de leitos do Hospital Regional de Paulistana no atendimento as vitimas do covid19.,18.0
AQUISIÇÃO DE 40 ( QUARENTA) MONITORES MULTIPARAMÉTRICOS PARA APARELHAMENTO DA REDE HOSPITALAR MUNICIPAL NO COMBATE AO CORONAVÍRUS,18.0
AQUISIÇÃO DE 45 MONITORES DE PACIENTES B125 FIT E 45 MÓDULOS E-MINIC,18.0
VENTILADOR PULMONAR DE TRANSPORTE PARA PACIENTEAULTO E INFANTIL,18.0
FORNECIMENTO DE MATERIAIS MÉDICO HOSPITALARES PARA ATENDER AS NECESSIDADES DO HOSPITALGETÚLIOVARGAS - HGV,18.0
"AQUISIÇÃO DE ACESSÓRIOS PARA USO DE GASES MEDICINAIS PARA A UTI MATERNA-COVID, A FIM DE SUPRIR O HOSPITAL MATERNIDADE DONA EVANGELINA ROSA - MDER NO ENFRENTAMENTO DA EMERGÊNCIA DE SAÚDE PÚBLICA DECORRENTE DO CORONAVIRUS",18.0
Instrumental,18.0
"Aquisição de 21 (vinte e um) equipamentos aspiradores de secreções para implementação de leitos em unidades de terapia. Publicado originalmente no dia 04/05, pg. 20.",18.0
Equipos Bomba B Braum,18.0
"Aquisição de 10 (dez) hemogasômetro portátil para medidas em beira de leitos em unidades hospitalares, tendo em vista, risco iminente da pandemia. Publicação original em 04/05, pg. 20.",18.0
Material Hospitalar,18.0
Material Hospitalar,18.0
AQUISIÇÃO DE KIT´S MÁSCARAS DE VENTILAÇÃO ARTIFICIAL/PPC/NASAL/NEONATAL EM CARÁTER EMERGENCIAL,18.0
"AQUISIÇÃO EMERGENCIAL GASÔMETRO - ANALISADO PARA GASES SANGUÍNEOS, ELETRÓLITOS E METABÓLICOS",18.0
"CONTRATAÇÃO DE EMPRESA PARA FORNECIMENTO DE CAMAS HOSPITALARES PARA EQUIPAR OS LEITOS DO HOSPITAL FLORISA SILVA NO COMABTE AO COVID-19, NO MUNICiPIO DE JAICÓS • PI",18.0
"Material Hospitalar. Publicação original em 07/05, pg. 21.",18.0
"Aquisição de 100 (CEM) EQUIPAMENTOS HOSPITALARES (MONITORES MULTIPARÂMETROS COM CAPNOGRAFIA) PARA IMPLEMENTAÇÃO DE LEITOS EM UNIDADES DE TERAPIA, COMO MEDIDA DE ENFRENTAMENTO AO NOVO CORONAVÍRUS",18.0
"Cateteres. Publicado originalmente em 07/05, pg. 21.",18.0
"Aquisição de material médico hospitalar para uso especifico em hemodialise (cateter, equipo de sangue, isolador e dialisador) para o Hospital Getúlio Vargas - HGV",18.0
"Aquisição de equipamento de analise imunológica: sistema de iluminação fluorescente (F-Line 200), de plataforma única, menu de testes resultados qualitativos e quantitativos, para o Município de lpiranga do Piauí-PI",18.0
" CONTRATAÇÃO DE EMPRESA ESPECIALIZADA, EM CARÁTER DE URGÊNCIA, PARA INSTALAÇÃO DE PONTOS DE GASES (AR, VAC, 0²) PARA 08 PONTOS DE GASES NA ENFERMARIA DA ÁREA COVID DO HOSPITAL INFANTIL LUCÍDIO PORTELA - HILP, COM O OBJETIVO DE ATENDER OS
PACIENTES INFECTADOS PELO COVID-19 (CORONAVIRUS),
RESPONSÁVEL PELO SURTO DE ABRANGÊNCIA NACIONAL",18.0
Aquisição de circuitos de ventilação de uso contínuo na UTI,18.0
"Aquisição de respiradores mecdnicos e monitores multipardametros, para equipar o Hospital Nossa Senhora de Fatima para atender os pacientes infectados com o COVID-19 no Municipio de Parnaiba - PI, de interesse da Secretaria Municipal de Satide, conforme detalhamento constante na Solicitagéo de Matérias / Servicos n° 00343/20 do Processo n° 11288/2020",18.0
"Aquisição de MOBILIÁRIOS HOSPITALARES PARA IMPLEMENTAÇÃO DE LEITOS EM UNIDADES DE TERAPIA, TENDO EM VISTA A PANDEMIA DO NOVO CORONAVÍRUS.",18.0
Aquisição de 21 (VINTE E UM) CARDIOVERSORES PARA IMPLEMENTAÇÃO DE LEITOS EM UNIDADES DE TERAPIA COMO MEDIDAS DE ENFRENTAMENTO AO NOVO CORONAVÍRUS.,18.0
"Aquisição de 70 (SETENTA) CAMAS HOSPITALARES (FOWLER MECÂNICA ACOMPANHADA DE COLCHÃO) PARA IMPLEMENTAÇÃO DE LEITOS EM UNIDADES HOSPITALARES, TENDO EM VISTA A PANDEMIA DO NOVO CORONAVÍRUS",18.0
AQUISIÇÃO DE MATERIAIS E EQUIPAMENTOS MÉDICOHOSPITALARES E OUTROS DESTINADOS AO ENFRENTAMENTO DA PANDEMIA DA COVID-19 NO ÂMBITO DO MUNICÍPIO DE MILTONBRANDÃO - PI.,18.0
"AQUISIÇÃO DE CAMAS E COLCHOES HOSPITALARES PARA O CENTRO INTEGRADO DE ESPECIALIDADES MÉDICAS (CIEMI, UNIDADE DE SUPORTE NO ENFRENTAMENTO A PANDEMIA DO COVTD-19 NO MUNICIPIO DE PICOS-PI",18.0
CONTRATAÇÃO DE PESSOA JURÍDICA ESPECIALIZADA NO FORNECIMENTO DE MATERIAIS-E-EQUIPAMENTOS PARA O MUNICÍPIO DE BATALHA· PI. ,18.0
CONTRATAÇÃO DE PESSOA JURÍDICA ESPECIALIZADA NO FORNECIMENTO DE MATERIAIS-E-EQUIPAMENTOS PARA O MUNICÍPIO DE BATALHA· PI. ,18.0
CONTRATAÇÃO DE PESSOA JURÍDICA ESPECIALIZADA NO FORNECIMENTO DE MATERIAIS-E-EQUIPAMENTOS PARA O MUNICÍPIO DE BATALHA· PI. ,18.0
FORNECIMENTO DE EQUIPAMENTOS HOSPITALARES DESTINADOS AO ENFRENTAMENTO DA PANDEMIA DA COVID-19 NO ÂMBITO DO MUNICÍPIO DE JOAQUIM PIRES • Pl ,18.0
AQUISIÇAO DE EQUIPAMENTOS E MATERIAIS PARA SEREM USADOS NO COMBATE AO COVID-19 PARA O MUNTCfFTO DE SÃO RAIMUNDO NONATO - PI ,18.0
"aquisição de equipamentos {cilindros de ar, reguladores e umidificadores) para o Hospital Regional de Paulistana no atendimento as vitimas do covid19",18.0
"AQUISIÇÃO DE 01 (UM) EQUIPAMENTO DE ULTRASSOM PORTÁTIL PARA ACESSO VENOSO/VASCULAR, MUSCULO ESQUELÉTICO, CARDIOLÓGICO E USO EM UTI/CENTRO CIRÚRGICO",18.0
CONTRATAÇÃO DE PESSOA JURÍDICA ESPECIALIZADA NO FORNECIMENTO DE MATERIAIS-E-EQUIPAMENTOS PARA O MUNICÍPIO DE BATALHA· PI. ,18.0
"Aquisição de Medicamentos, Material Médico Hospitalar, Material de Consumo Odontológico para atender a demanda do Município de Floresta do Piauí-PI, no período da Pandemia do Coronavirus-(COVID-19)",18.0
"Aquisicéo de equipamentos hospitalares para equipar o Hospital Nossa Senhora de Fatima para atender os pacientes infectados com o COVID-19 no Municipio de Parnaiba - PI, de interesse da Secretaria Municipal de Satide, conforme detalhamento constante na Solicitacdo de Matérias / Servicos n° 00331/20 do Processo n° 10931/2020. Publicado originalmente em 14/05, pg. 03.
RETIFICAÇÃO PUBLICADO NO DIARIO DO DIA 13.07.2020 PAGINA 1
onde se 1lé: EXTRATO DE CONTRATO N® 134/2020, VINCULACGAO: PROCESSO ADMINISTRATIVO N° 9071/2020-PMP/PI; Leia-se: EXTRATO DE CONTRATO N®_ 150/2020, VINCULAGAO: PROCESSO ADMINISTRATIVO N° 10931/2020-PMP/PI.",18.0
AQUISIÇÃO DE VENTILADOR MECÂNICO,18.0
"Aquisição de 01 (um) PCR em tempo real. Plataforma integrada, para detecção, quantificação e monitoramento em tempo real de produtos amplificados por reações químicas homogêneas, como TaqMan ou SYBR Green. Termobloco com capacidade para 96 amostras em tubos de 0.2 ml ou microplacas. Sistema ótico com lâmpada halógena para indução da fluorescência, 05 filtros de excitação, 05 filtros de detecção, um detector CCD ""Charge Couple Device, para atender as necessidades do Laboratório Central de Saúde Pública Dr. Costa Alvarenga - LACEN-PI",18.0
Aquisição de Sistema de ar medicinal e vácuo,18.0
"AQUISIÇÃO DE CILINDROS DE GASES MEDICINAIS (OXIGENIO MEDICINAL) E SERVIÇOS DE RECARGA DE OXIGtNIO MEDICINAL EM CILINDROS PARA SECRETARIA MUNICIPAL DE SAúDE E SEUS
RESPECTIVOS ÓRGÃOS MUNICIPAIS DESTE MUNICÍPIO DE SÃO JOSÉ DO PIAUÍ - PL ",18.0
Aquisição de equipamentos monitores ultiparâmetros,18.0
"Aquisição de 03 (TRÊS) EQUIPAMENTOS HOSPITALARES (APARELHOS DE RAIO X FIXO) PARA IMPLEMENTAÇÃO DE LEITOS EM UNIDADES HOSPITALARES, COMO MEDIDA DE ENFRENTAMENTO AO NOVO CORONAVÍRUS",18.0
"Aquisição de 05 (CINCO) EQUIPAMENTOS HOSPITALARES (APARELHOS DE RAIO X MÓVEL) PARA IMPLEMENTAÇÃO DE LEITOS EM UNIDADES HOSPITALARES, COMO MEDIDA DE ENFRENTAMENTO AO NOVO CORONAVÍRUS.",18.0
"O objeto do presente proceaao de diapenaa é a aquisição de termõmetroa digital lnfravennelho para serem utlllzadoa em Barreiras Sanitárias no combate ao
coronavlrus, na sede e zona rural do município de Palmeira do Piauí/PI",18.0
"Equipo para bomba de infusão condicionado ao fornecimento de 03 bombas de infusão, entregues em regime de comodoto",18.0
AQUISIÇÃO DE EQUIPAMENTOS MÉDICO HOAPITALARES.,18.0
AQUISIÇÃO DE EQUIPAMENTOS MÉDICO HOAPITALARES,18.0
aquisição de cardioversores para aparelhamento da rede hospitalar municipal no combate ao coronavírus,18.0
"Aquisição de aparelhos de nebulização para serviços de inaloterapia, para o enfrentamento ao COVID-19",18.0
AQUISIÇÃO DE EQUIPAMENTOS MÉDICO HOAPITALARES.,18.0
AQUISIÇÃO DE EQUIPAMENTOS MÉDICO HOAPITALARES.,18.0
AQUISIÇÃO DE EQUIPAMENTOS MÉDICO HOAPITALARES.,18.0
AQUISIÇÃO DE EQUIPAMENTOS MÉDICO HOAPITALARES.,18.0
AQUISIÇÃO DE EQUIPAMENTOS MÉDICO HOAPITALARES.,18.0
"Aquisição de cama hospitalar, poltrona para acompanhante, suporte de soro de parede e suporte de soro móvel, para aparelhamento das redes hospitalares municipais no enfrentamento ao coronavírus.",18.0
"Aquisição de módulo de vácuo medicinal para utilização para atender as necessidades das Unidades
de enfermaria e Unidade Crítica do Hospital do Monte Castelo de Teresina (PI)",18.0
CONTRATAÇÃO DIRETA DE PESSOA JURIDICA PARA AQUISIÇÃO DE EQUIPAMENTOS PERMANENTE (DESFILIBRADOR E ELETROCARDIOGRAMA)  DESTINADOS AO ENFRENTAMENTO DA SITUAÇÃO EMERGENCIAL DE SAÚDE PÚBLICA DO MUNICIPIO DE BARRO DURO -PI. ,18.0
CONTRATAÇÃO PARA AQUISIÇÃO DE EQUIPAMENTO HOSPITALAR (MONITORES MULTIPARAMÉTRICOS),18.0
"Aquisição com urgência de equipamentos médico-ospitalares para implementação de leitos nesta unidade hospitalar, tendo em vista o risco iminente de epidemia pelo coronavírus",18.0
"Aquisicaéo de equipamentos hospitalares, conforme especificacao abaixo, em cardter emergencial, para equipar o Hospital de Campanha N. Sra. de Fatima, para atender os pacientes infectados com o COVID-19 no Municipio de Parnaiba - PI",18.0
UM CARRO DE EMERGÊNCIA,18.0
AQUISIÇÃO DE MATERIAIS PERMANENTES PARA ESTRUTURAÇÃO DE ESPAÇO ADEQUADO PARA ATENDIMENTO EXCLUSIVO DE PACIENTES COM DIAGNÓSTICO DE COVID-19 NO HOSPITAL ESTADUAL JOÃO LUIZ DE MORAES,18.0
"Contratação de empresa para aquisição de móveis hospitalares, objetivando a reestruturação do Estabelecimento Assitencial de Saúde - EAS, do Hospitak Regional João Pacheco Cavalcante, ao qual se destinam, em conformidade com as especificações e consições constantes deste Termo de Referencia como forma de medidas de enfrentamento ao Coronavírus",18.0
"Aquisição com urgência de equipamentos médico-ospitalares para implementação de leitos nesta unidade hospitalar, tendo em vista o risco iminente de epidemia pelo coronavírus (duas camas hospitalares Fawler elétrica e um aspirador de secreções elétrico móvel, conforme publicação em 24/03, pg. 26).",18.0
DOIS VENTILADORES PULMONARES PRESSOMÉTRICO E VOLUMÉTRICO,18.0
"UM CARDIOVERSOR COM SP02, ECG E MARCAP.TRANSCUTANEO",18.0
"Aquisição com urgência de equipamentos médico-ospitalares para implementação de leitos nesta unidade hospitalar, tendo em vista o risco iminente de epidemia pelo coronavírus (dois monitores multiparâmetro com capnografia, conforme publicação em 24/03, pg. 26).",18.0
"CONTRATAÇÃO DE EMPRESA PARA FORNECIMENTO DE TERMOMETROS E OXIMETROS PARA UTILIZAÇÃO O COMBATE A COVID19, PARA A PREFEITURA MUNICIPAL DE BOQUEIRÃO DO PIAUÍ - PI",18.0
"AQUISICAO DE EQUIPAMENTO HOSPITALAR, PARA EQUIPAR O HOSPITAL NOSSA SENHORA DE FATIMA PARA ATENDER PACIENTES INFECTADOS PELO COVID-19 NO MUNICIPIO DE PARNAIBA - PI.",18.0
PARA A AQUISIÇÃO DE 20.000 (VINTE MIL UNIDADES) DE EQUIPO PARA DIETA ENTERAL,18.0
Aquisição de tomadas duplas para oxigênio para aparelhamento da rede hospitalar municipal no combate ao coronavírus,18.0
para a aquisição de kit de oxigênio portátil para aparelhamento da rede hospitalar municipal no combate ao coronavírus,18.0
"Contratação de empresa distribuidora de material médico e hospitalar que possa fornecer termômetros digitais infravermelhos para o enfrentamento da situação emergencial de saúde pública decorrente da pandemia mundial - COVID-19 - visando atender demanda da Secretaria de Estado da Justiça do Piauí, na parte interna e externa de todas as Unidades Penitenciárias que compõe o Sistema Prisional Piauiense",18.0
"Aquisição de 10.000/MÊS (DEZ MIL POR MÊS) DE EQUIPOS PARA BOMBAS DE INFUSÃO E 2.000/MÊS (DOIS MIL POR MÊS) DE EQUIPOS TIPO FOTOSSENSÍVEL PARA BOMBA DE INFUSÃO, PELO PERÍODO DE 06 MESES, PARA IMPLEMENTAÇÃO DE LEITOS EM UNIDADES HOSPITALARES, COMO MEDIDAS DE ENFRENTAMENTO AO NOVO CORONAVÍRUS",18.0
"Aquisição de 10.000/MÊS (DEZ MIL POR MÊS) DE EQUIPOS PARA BOMBAS DE INFUSÃO E 2.000/MÊS (DOIS MIL POR MÊS) DE EQUIPOS TIPO FOTOSSENSÍVEL PARA BOMBA DE INFUSÃO, PELO PERÍODO DE 06 MESES, PARA IMPLEMENTAÇÃO DE LEITOS EM UNIDADES HOSPITALARES, COMO MEDIDAS DE ENFRENTAMENTO AO NOVO CORONAVÍRUS",18.0
"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA, EM CARÁTER DE URGÊNCIA, FORNECER EQUIPAMENTO HOSPITALAR - BOMBA DE VÁCUO - PARA SUPRIR A NECESSIDADE DO HOSPITAL INFANTIL LUCÍDIO PORTELA, POSSIBILITANDO OS PROCEDIMENTOS MÉDICOS DOS PACIENTES INTERNOS, BEM COMO AQUELES COM SUSPEITA /INFECTADOS POR COVID (ERRATA EM 03/06/2020, PAG. 35)",18.0
"Aquisição de 100 (CEM) EQUIPAMENTOS HOSPITALARES (MONITORES MULTIPARÂMETROS DE SINAIS VITAIS) PARA IMPLEMENTAÇÃO DE LEITOS EM UNIDADES HOSPITALARES, COMO MEDIDA DE ENFRENTAMENTO AO NOVO CORONAVÍRUS",18.0
" aquisição de equipamentos para o serviço de nutrição
para aparelhamento dos hospitais de campanha no combate à COVID-19 no município de Teresina, Processo Administrativo n° 045.03003/2020, de forma a atender as necessidades da FMS",18.0
 Aquisição de equipamento laboratorial,18.0
"aquisição de materiais para realização de Eletrocardiograma nas Unidades Básicas de Saúde,",18.0
Aquisição de eletrocardiógrafo para equipar unidade de saúde para enfrentamento da Covid-19.,18.0
AQUISIÇÃO DE TERMÔMETRO DIGITAL MIRA LASER PARA SECRETARIA MUMCIPAL DE SAÚDE.,18.0
"AQUISIÇÃO DE MATERIAL HOSPITALAR (VÁLVULA DE OXIGÊNIO COM FLUXÔMETRO, VÁLVULA DE AR COMPRIMIDO COM FLUXÔMETRO, FLUXÔMETRO PARA OXIGÊNIO E FLUXÔMETRO PARA AR. COMPRIMIDO) DESTINADOS A ATENDER AS NECESSIDADES DA REDE HOSPITALAR DA FUNDAÇÃO MUNICIPAL DE SAÚDE DE TERESINA. Publicado originalmente em 03/06, pg. 06.",18.0
"Aquisicaéo em cardter emergencial de equipamentos de material médico hospitalar, para os profissionais que atuam no combate e enfrentamento do COVID-19 no Municipio de Parnaiba-PI,",18.0
Equipamentos necessários a abertura de leitos,18.0
"O presente instrumento tem a finalidade de introduzir alterações no contrato nº 59/20, cujo objeto é a aquisição de equipamentos monitores para implementação de leitos em Unidade de Terapia, como seja: Fica autorizado o acrescimo de 50 monitores multiparãmentros, correspondendo a um percentual de 50%, conforme previsão do art. 4-I da Lei Federal 13.979/2020",18.0
AQUISIÇÃO DE BOMBA DE INFUSÃO E EQUIPO PARA O SAMU.,18.0
Contratação de empresa para Aquisição de urna Processadora automática de filmes de Raio - X.,18.0
"O presente contrato tem por objeto a aquisicao de FILTRO
BACTERIOLOGICO HMEF LUMIAR HEALTH CARE PARA VENTILACAO MECANICA (SISTEMA FECHADO) para auxiliar no combate contra a pandemia COVID-19",18.0
"presente contrato tem como objeto a aquisicdo de equipamentos para estruturacao do sistema de canalizacgaéo de gases medicinais, conforme especificagao abaixo, em cardter emergencial, para equipar o Hospital de Campanha N. Sra. de Fatima, para atender os pacientes infectados com o COVID-19 no Municipio de Parnaiba - PI",18.0
"Fornecimento de 02 0,dmetros de Pulso Medidor de dedo e 04 Termômetros digitais de testa infravermelho (laser) a serem utilizados no monitoramento de pacientes infectados pelo novo corona vírus, como também nas medidas de combate à
disseminação da doença no município de Valença do Piauí, conforme especificações.",18.0
aquisição de um aparelho CR para raio x com os componentes para o Hospital Regional de Paulistana-PI.,18.0
Aquisição de insumos (Termômetro Infravermelho Multifunção),18.0
"Contratação de empresa para aquisição de túnel infável com nebulização completo: motor com tensão de 220v, impressão gráfica 4 lados, bolsa para transporte, kit iluminação, termômetro a laser e sensor de presença para atingir a parte superficial do corpo como: roupas, acessórios e calçados, incluindo treinamento, montagem e manutenção, para atender às necessidades imediatas da Secretaria Municipal de Saúde, no enfrentamento ao COVID-19, conforme especificações, quantidades e preços apresentados pela contratada.",18.0
